FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL,IMAGEURL
Yuri Vaulin,"6' 4""",197 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/4679a38cced7c64a,
Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",http://ufcstats.com/fighter-details/be5cfd73617a5b1a,
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",http://ufcstats.com/fighter-details/8d4d25fd9218860b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/787b7f3c-b592-466c-8379-501ca09570c2%252FManny-Vazquez_631435_LeftFullBodyImage.png?itok=h6rhXsJz
Matt Veach,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981",http://ufcstats.com/fighter-details/5731cc327790b731,
Joe Vedepo,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,
Kelly Velasco,"5' 9""",135 lbs.,--,Orthodox,"May 21, 1995",http://ufcstats.com/fighter-details/93c9897f0f9f5dab,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/78eca572-728c-4edb-b166-7d09b5bbc713%252FKelly-Velasco_636456_LeftFullBodyImage.png?itok=SFPkNCkv
Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",http://ufcstats.com/fighter-details/0ff11cc094e887bc,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67538/profile-galery/fullbodyleft-picture/Cain-Velasquez_899_LeftFullBodyImage.png?VersionId=EonoSX_uAxLzMjcEPHdUcqt44I2rooYr&itok=sbRE_Wyq
David Velasquez,"5' 5""",145 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/09c44b317c98bf96,
Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",http://ufcstats.com/fighter-details/fcce75a25c14a804,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/4fee75b5-8b61-4c02-904a-7dda3384d9a6%252Fbojan-velickovic_579876_LeftFullBodyImage.png?itok=7KW3EpV9
Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",http://ufcstats.com/fighter-details/d23ccf4a6c221284,
Luigi Vendramini,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",http://ufcstats.com/fighter-details/2f1a257d6777096d,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-07/VENDRAMINI_LUIGI_L_06-12.png?itok=CuiuySGR
Jerrel Venetiaan,"6' 1""",195 lbs.,--,Orthodox,"Mar 09, 1971",http://ufcstats.com/fighter-details/602bb270f2bdbf02,
Scott Ventimiglia,"5' 11""",185 lbs.,--,,"Nov 17, 1972",http://ufcstats.com/fighter-details/6e62bb64f7cc5026,
Brandon Vera,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",http://ufcstats.com/fighter-details/fa315e6c77eee106,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/562089c4-28f7-4288-b2e2-b786d998d301%252FBrandon-Vera_815_RightFullBodyImage.png?itok=p8UhgTXS
Kerry Vera,"5' 7""",135 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/df0a1c1e11ad199b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Fighter_fullLength_Shadow-woman-blue.png?VersionId=SaZSiHq6Es28JDi9_jfSTmRNG4l_XkBS&itok=DWjj5ONS
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",http://ufcstats.com/fighter-details/7c7332319c14094c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/VERA_MARLON_L_03-09.png?itok=fjcQzso-
Ernie Verdicia,"5' 11""",199 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/2b1587a3376ab743,
Joe Veres,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,
Nikolay Veretennikov,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 22, 1989",http://ufcstats.com/fighter-details/0f1efce7d2571d10,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/71814%252Fprofile-galery%252Ffullbodyright-picture%252FVERETENNIKOV_NIKOLAY_R.png?itok=yPMKv8ON
CJ Vergara,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 18, 1991",http://ufcstats.com/fighter-details/077e3ace32b72be9,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/VERGARA_CJ_L_03-09.png?itok=psmjfd69
Renato Verissimo,"6' 1""",170 lbs.,--,Orthodox,"Aug 03, 1973",http://ufcstats.com/fighter-details/c24b1db4b809d41b,
Bryan Vetell,"6' 3""",265 lbs.,--,Southpaw,"Jul 26, 1977",http://ufcstats.com/fighter-details/13a0fb8fbdafb54f,
Marvin Vettori,"6' 0""",205 lbs.,"74""",Southpaw,"Sep 20, 1993",http://ufcstats.com/fighter-details/7acbb0972e75281a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-06/VETTORI_MARVIN_L_06-17.png?itok=7jZ1QqBm
Hugo Viana,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 26, 1982",http://ufcstats.com/fighter-details/f95381efb3051d81,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/0f5edce2-c70e-4416-9393-15be46b16a05%252FHugo-Viana_242245_LeftFullBodyImage.png?itok=pZqA35vr
Guilherme Viana,"6' 4""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/393b8e03fb410a78,
Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",http://ufcstats.com/fighter-details/9673a497a9da119a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-08/VIANA_POLYANA_L_08-12.png?itok=SxOQowP7
Vitor Vianna,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/744f50016c39c26c,
James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",http://ufcstats.com/fighter-details/6256b2b1562cb8e1,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2019-02/VICK_JAMES_L.png?VersionId=tRTOdm6pLZnYO_vB0I5R3bKqbTioB3B8&itok=Ul69qp1N
Milton Vieira,"6' 0""",145 lbs.,--,Orthodox,"Oct 04, 1978",http://ufcstats.com/fighter-details/7cf20446453f852b,
Reginaldo Vieira,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",http://ufcstats.com/fighter-details/f9081770e28ea2e1,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/e10f9cc1-d11c-42f2-957c-361ae8aa2a63%252Freginaldo-vieira_539490_LeftFullBodyImage.png?itok=Ry4aYFIg
Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",http://ufcstats.com/fighter-details/b9706f80d005036c,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-07/VIEIRA_KETLEN_L_07-22.png?itok=D4gYUq8K
Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",http://ufcstats.com/fighter-details/260e9e0d4954aea6,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/VIEIRA_RODOLFO_L_02-10.png?itok=BTMtgC3u
Steve Vigneault,"5' 10""",185 lbs.,--,Orthodox,"Feb 14, 1978",http://ufcstats.com/fighter-details/6888e31ce88f5b17,
Alejandro Villalobos,"5' 7""",145 lbs.,--,,"Oct 26, 1979",http://ufcstats.com/fighter-details/2e88f2030d8a928a,
DeMarco Villalona,"5' 9""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/0275e33febc2818c,
Gian Villante,"6' 3""",230 lbs.,"76""",Orthodox,"Aug 18, 1985",http://ufcstats.com/fighter-details/fcd448a2fe1a23cc,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-11/68015%252Fprofile-galery%252Ffullbodyleft-picture%252FVILLANTE_GIAN_L_11-06.png?itok=MTO_ehaz
Ike Villanueva,"6' 1""",205 lbs.,"73""",Orthodox,"Apr 04, 1984",http://ufcstats.com/fighter-details/f9d0cae37dabfafc,
Ruben Villareal,"6' 4""",265 lbs.,--,Orthodox,"May 01, 1970",http://ufcstats.com/fighter-details/39f68882def7a507,
Armando Villarreal,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 08, 1989",http://ufcstats.com/fighter-details/454c1f0b638972ab,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/97344601-ef63-4410-bd6b-98ea6b3171b2%252FVILLARREAL_ARMANDO_R.png?itok=jSVqCFe4
Pablo Villaseca,"5' 7""",155 lbs.,--,,"Jan 26, 1987",http://ufcstats.com/fighter-details/34f93dfbd43b2144,
Joey Villasenor,"6' 0""",185 lbs.,--,Orthodox,"Oct 17, 1975",http://ufcstats.com/fighter-details/15515e797aedc137,
Danillo Villefort,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e,
Yuri Villefort,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",http://ufcstats.com/fighter-details/0fb1e2694a39a02f,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Yuri_Villefort/YuriVillefort_UFC157_017.png?VersionId=Sa6_SJHt1tj5N9_L4MT.q8pMtG.g479e&itok=TWqYib0k
Marcos Vinicius,"5' 9""",125 lbs.,--,Orthodox,"Dec 05, 1979",http://ufcstats.com/fighter-details/e363b21261814830,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/5696e327-9af0-4e83-b26c-ed0a1041583c%252FMarcos-Vinicius_242242_LeftFullBodyImage.png?itok=5gGe7DRW
Brandon Visher,"5' 6""",135 lbs.,"68""",Orthodox,"May 06, 1984",http://ufcstats.com/fighter-details/7c4ec656d8fcb867,
Falaniko Vitale,"5' 10""",185 lbs.,--,Orthodox,"Jul 14, 1974",http://ufcstats.com/fighter-details/445a98acb8985970,
Cheyanne Vlismas,"5' 3""",115 lbs.,"63""",Switch,"Jun 25, 1995",http://ufcstats.com/fighter-details/4959f10a62f3fec3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-12/VLISMAS_CHEYANNE_L_12-17.png?itok=ApVRumQ-
Bobby Voelker,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 26, 1979",http://ufcstats.com/fighter-details/fb8a3025ae722e64,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Bobby_Voelker/BobbyVoelker_FOX8_020.png?VersionId=bV8RGG4.jiLxAuw.M3P.lXKXwzAirIxH&itok=ycU0bl6u
Alexander Volkanovski,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",http://ufcstats.com/fighter-details/e1248941344b3288,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-02/VOLKANOVSKI_ALEXANDER_L_02-17.png?itok=Vu9a3K_h
Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",http://ufcstats.com/fighter-details/6f81b6de2557739a,
Alexander Volkov,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",http://ufcstats.com/fighter-details/279566840aa55bf2,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-03/VOLKOV_ALEXANDER_L_03-11.png?itok=utZuJcnI
Jason Von Flue,"6' 0""",170 lbs.,--,Orthodox,"Aug 01, 1975",http://ufcstats.com/fighter-details/c4b9296214f4c09c,
Milco Voorn,--,220 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/277ffed20cf07aea,
Mark Vorgeas,"5' 10""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/ef0344ed552d8a22,
Igor Vovchanchyn,"5' 8""",205 lbs.,--,Orthodox,"Aug 06, 1973",http://ufcstats.com/fighter-details/7929be8290289a47,
James Wade,"5' 10""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/6291decf7f3b6608,
Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",http://ufcstats.com/fighter-details/c8097968da5e5f13,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/ba44e75c-4bef-4f0d-98f5-315452d2081f%252Fchris-wade_498499_LeftFullBodyImage.png?itok=q8S7F4Vw
Neil Wain,"5' 10""",242 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6b7bc7eaf2465387,
TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",http://ufcstats.com/fighter-details/8f2939f5fd9cca1e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/32d9e1b5-72df-45f3-ac32-0e3897991d99%252FTJ-Waldburger-fighter_13185_LeftFullBodyImage.png?itok=c9_-cx6H
Chase Waldon,"6' 1""",185 lbs.,"75""",Orthodox,"Sep 19, 1986",http://ufcstats.com/fighter-details/aeb6c57b9bd8bc3a,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/67414e71-06fd-4783-bdab-aa2ba9753a6c%252FChase-Waldon_631550_LeftFullBodyImage.png?itok=nn-1bVhb
Andre Walker,"5' 11""",205 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/18944a1a6ac1becf,
Herschel Walker,"6' 1""",215 lbs.,--,Orthodox,"Mar 03, 1962",http://ufcstats.com/fighter-details/bd92e38aef641673,
Donny Walker,"5' 9""",135 lbs.,--,,"Jan 04, 1980",http://ufcstats.com/fighter-details/e6147d5ab3685899,
Johnny Walker,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",http://ufcstats.com/fighter-details/c21f26bbde777573,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-02/601d454c-9816-4660-8f47-c92f3a3738f3%252FWALKER_JOHNNY_L_02-19.png?itok=-Oj2FjNg
Ben Wall,"5' 10""",155 lbs.,--,Orthodox,"Mar 25, 1989",http://ufcstats.com/fighter-details/1ad381c8994c4e5b,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/a53c387e-ad64-4710-9360-f633517c622f%252FBen-Wall_290155_LeftFullBodyImage.png?itok=HpNxEm3w
Crafton Wallace,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",http://ufcstats.com/fighter-details/bf41b5131545da12,
Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",http://ufcstats.com/fighter-details/b9415726dc3ec526,
Jeremy Wallace,"5' 9""",--,--,,--,http://ufcstats.com/fighter-details/b87c3f460709f74c,
Randall Wallace,"5' 11""",185 lbs.,"73""",Orthodox,"Mar 01, 1989",http://ufcstats.com/fighter-details/95cf6be9071e68b0,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/b7ff2da1-b99f-4ff0-a379-1d3324ef28a4%252FRandall-Wallace_636538_LeftFullBodyImage.png?itok=R_v09zOj
James Wallace,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/4078de7181a19142,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/ddd9b524-1a34-4fdf-84d8-36383adeffd2%252FWALLACE_JESSE_L.png?itok=thbXVl7M
Jim Wallhead,"5' 10""",170 lbs.,--,Orthodox,"Mar 14, 1984",http://ufcstats.com/fighter-details/0c670b443c3d269f,
Cory Walmsley,"6' 0""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee,
Richard Walsh,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",http://ufcstats.com/fighter-details/303a05a7aa3ff761,
Patrick Walsh,"5' 11""",185 lbs.,--,,"Nov 28, 1988",http://ufcstats.com/fighter-details/b4c96c3d9139bf0e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/3df6d00d-adc1-4619-9df0-c95e8bc76640%252Fpatrick-walsh_480079_LeftFullBodyImage.png?itok=KDcpPo3B
Erick Wanderlei,"6' 1""",205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/d57e6a8971b6d2bd,
Dimitiri Wanderley,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a1d6b308781aa2f5,
Andy Wang,"5' 6""",155 lbs.,--,Orthodox,"May 28, 1977",http://ufcstats.com/fighter-details/476414d2f18cd059,
Sai Wang,"6' 0""",170 lbs.,--,Southpaw,"Jan 14, 1986",http://ufcstats.com/fighter-details/efb9a43415a56d34,
Anying Wang,"6' 0""",170 lbs.,--,Orthodox,"Apr 04, 1991",http://ufcstats.com/fighter-details/69e8c632135af48b,
Curt Warburton,"6' 0""",155 lbs.,"73""",Orthodox,--,http://ufcstats.com/fighter-details/2721bb808bb2523c,
Brennan Ward,"5' 10""",170 lbs.,"71""",,"Jun 28, 1988",http://ufcstats.com/fighter-details/67cd6495280b0a57,
Charlie Ward,"5' 11""",170 lbs.,--,Orthodox,"Dec 17, 1980",http://ufcstats.com/fighter-details/e81dd0bb8a64b550,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/070aa7ba-d776-4d42-a2d1-21492b95cf7b%252Fcharlie-ward_609202_LeftFullBodyImage.png?itok=c33jOlYy
Terrion Ware,"5' 8""",135 lbs.,"71""",Orthodox,"Mar 31, 1986",http://ufcstats.com/fighter-details/ba5e253af86db1a8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69346/profile-galery/fullbodyleft-picture/Terrion-Ware_632522_LeftFullBodyImage.png?VersionId=gR20JxJ2WN24fdSHwYRksJKwUCVa1Ro.&itok=9ZT9GlA4
Joe Warren,"5' 6""",135 lbs.,--,Orthodox,"Oct 31, 1976",http://ufcstats.com/fighter-details/c0c1bc0766df4c00,
Brian Warren,"6' 0""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c4c4c7dd26c15d91,
Merritt Warren,"5' 10""",155 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/1e47dba648ea438c,
Idris Wasi,"6' 0""",186 lbs.,--,,"Dec 11, 1989",http://ufcstats.com/fighter-details/8a19676a3388845a,
Kengo Watanabe,"6' 4""",220 lbs.,--,Orthodox,"Jan 31, 1976",http://ufcstats.com/fighter-details/2abe38b81d68a24a,
Kazuhisa Watanabe,"5' 6""",139 lbs.,--,,"May 18, 1983",http://ufcstats.com/fighter-details/951ffadfc4e917ea,
Ron Waterman,"6' 2""",280 lbs.,--,Orthodox,"Nov 23, 1965",http://ufcstats.com/fighter-details/efaf544314bb5c2e,
Andy Waters,"6' 0""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/103e2e67919379c5,
Dominic Waters,"6' 1""",170 lbs.,"79""",Orthodox,"Apr 11, 1989",http://ufcstats.com/fighter-details/2de91c2244ad7e89,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/30d439f1-93e5-4304-997d-ed6819baaa1e%252FDominic-Waters_538010_LeftFullBodyImage.png?itok=K695MsF_
Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",http://ufcstats.com/fighter-details/eb04b9d31e938edb,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-11/WATERSON-GOMEZ_MICHELLE_L_09-23.png?itok=D3kmaEQL
Sam Watford,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/1836639ecf9b6e7f,
Blake Watkins,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/117580b232409824,
Kyle Watson,"6' 0""",155 lbs.,--,Southpaw,"Aug 09, 1979",http://ufcstats.com/fighter-details/d7b2c0b53883ee80,
Maka Watson,--,155 lbs.,--,,"Sep 22, 1984",http://ufcstats.com/fighter-details/a31dfd9e8b2dc6ca,
Walel Watson,"5' 11""",135 lbs.,"75""",Orthodox,"Jul 16, 1984",http://ufcstats.com/fighter-details/92aafa8f4b26269b,
Tom Watson,"6' 1""",185 lbs.,"73""",Orthodox,"Jul 13, 1982",http://ufcstats.com/fighter-details/6809c31286b08d97,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/c4ba0226-8369-445d-bc96-6d9989b9c19f%252FTom-Watson_284818_LeftFullBodyImage.png?itok=p0Age51d
Enrique Watson,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/a99d4aa689bdca18,
Brok Weaver,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",http://ufcstats.com/fighter-details/7c9f96f9a6a5cd50,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2020-09/WEAVER_BROK_L_02-15.png?VersionId=14SLgZon51.R1nu.jhcACuXL41TUCpR9&itok=uQXmL7HG
Jonavin Webb,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1989",http://ufcstats.com/fighter-details/f40ec51dd4de47c3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/8b59f462-0914-4c8c-9402-84d018450dcb%252Fjonavin-webb_528092_LeftFullBodyImage.png?itok=5cOzoTWK
Stephanie Webber,"5' 6""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/d44a84409bf0da64,
Royston Wee,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 15, 1986",http://ufcstats.com/fighter-details/b9c03e7a4557e542,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/505756c1-6c2b-42e7-a1c6-f98a4bc823e0%252FRoyston-Wee_463243_LeftFullBodyImage.png?itok=7UWw5c7W
Darian Weeks,"5' 11""",170 lbs.,"72""",Orthodox,"Nov 23, 1993",http://ufcstats.com/fighter-details/326a001926ffb7ec,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2022-03/32bd070e-37f4-485d-a53b-0ebdefab826b%252FWEEKS_DARIAN_L_12-04.png?itok=YhYX9GPJ
Joshua Weems,"5' 8""",135 lbs.,"69""",Orthodox,"May 05, 1994",http://ufcstats.com/fighter-details/69888118d968ba52,
Daniel Weichel,"5' 10""",145 lbs.,"70""",,"Nov 22, 1984",http://ufcstats.com/fighter-details/7b9dade6bedaabbe,
Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",http://ufcstats.com/fighter-details/3a8176e15b9887c1,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2024-03/WEIDMAN_CHRIS_L_03-30.png?itok=0WB62YKf
Mark Weir,"6' 2""",185 lbs.,--,Southpaw,"Sep 19, 1967",http://ufcstats.com/fighter-details/9ccdd2ce45903f34,
Christian Wellisch,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",http://ufcstats.com/fighter-details/f1b2a4365799c48b,
Jeremiah Wells,"5' 9""",170 lbs.,"74""",Switch,"Oct 30, 1986",http://ufcstats.com/fighter-details/d66a46de8d705353,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2023-08/WELLS_JEREMIAH_L_08-05.png?itok=kDNlnig2
Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/492b202d2064e7a9,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67940/profile-galery/fullbodyleft-picture/Fabricio-Werdum_837_LeftFullBodyImage.png?VersionId=wyI69g79huVreRKKgo87LnKqCnMYSmxq&itok=66H5-PDZ
Mike Wessel,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977",http://ufcstats.com/fighter-details/b51841e7c594090d,
Dustin West,"5' 11""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/5f5763b3a4de8dd4,
Sheldon Westcott,"6' 1""",170 lbs.,"71""",Southpaw,"Aug 20, 1984",http://ufcstats.com/fighter-details/ec2d13a87d3d9541,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/69260/profile-galery/fullbodyleft-picture/sheldon-westcott_465483_LeftFullBodyImage.png?VersionId=1ObbDxTpHneet3lVN3GkHut9OMlddKg0&itok=guNBR4Dq
Aaron Wetherspoon,--,170 lbs.,--,,--,http://ufcstats.com/fighter-details/1ce7998e0a215caa,
Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",http://ufcstats.com/fighter-details/e57f0b06ea39e360,
Vernon White,"6' 0""",205 lbs.,--,Southpaw,"Dec 03, 1971",http://ufcstats.com/fighter-details/12458872d6afae1b,
Steve White,"5' 11""",175 lbs.,--,,--,http://ufcstats.com/fighter-details/d181689653115b6a,
Alex White,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",http://ufcstats.com/fighter-details/c17041f1bb5768d8,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/ufc-fighter-container/67214/profile-galery/fullbodyleft-picture/WHITE_ALEX_L.png?itok=uN7nOGMa
Craig White,"6' 2""",170 lbs.,"76""",Orthodox,"Jul 01, 1990",http://ufcstats.com/fighter-details/3dd949593346dbc3,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/craig_white/WHITE_CRAIG_R.png?VersionId=9kZgaKXJPYCQ0BCUvjVrW5fRrQM86EMW&itok=O2VrBKY4
Patrik White,"6' 0""",155 lbs.,"72""",Orthodox,"Jun 11, 1993",http://ufcstats.com/fighter-details/4debc6c4c6249690,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-10/71833%252Fprofile-galery%252Ffullbodyleft-picture%252FWHITE_PATRIK_L.png?itok=jNv9ZSPQ
Robert Whiteford,"5' 9""",145 lbs.,"69""",Southpaw,"Apr 12, 1983",http://ufcstats.com/fighter-details/1dafccb62a0f98ec,
Mike Whitehead,"6' 1""",205 lbs.,--,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/22d1e00e1aabb7c9,
Garett Whiteley,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 13, 1980",http://ufcstats.com/fighter-details/129537073431e52e,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/image/fighter_images/Garett_Whiteley/Garett_Whiteley_FS1-4_0080.png?VersionId=.eONpTHFpxn4QswEY.DqZVCXrvFwCQPZ&itok=x-lkT06M
Mitch Whitesel,"5' 9""",185 lbs.,--,,"Jul 12, 1981",http://ufcstats.com/fighter-details/b6debbda44d4a5a0,
Emily Whitmire,"5' 5""",125 lbs.,"63""",Orthodox,"May 24, 1991",http://ufcstats.com/fighter-details/b3d21b2610dcfaeb,https://dmxg5wxfqgb4u.cloudfront.net/styles/athlete_bio_full_body/s3/2021-09/69627%252Fprofile-galery%252Ffullbodyleft-picture%252FWHITMIRE_EMILY_L_09-18.png?itok=CgsORLK9
